"transaction_id","line_item_number","transaction_date","customer_id","product_id","sale_amount","sale_amount","quantity","gender","state","first_name","last_name","email_address","dob","street_address","date_created","create_source","pieces","cost","product_description","color_desc","material_desc"
14,2,2016-10-12,4848,17,745,745,1,M,TN,Lindsey,Sanchez,joneswyatt@example.net,1968-02-02,"10587 Michael Street",2014-05-26,Store,7,194.05,nightstand,white,plastic
15,1,2018-12-01,5530,92,925,925,1,M,TN,Kenneth,Proctor,browningeric@example.com,1958-01-04,"811 Morris Causeway Suite 265",2013-12-26,Store,4,345.03,nightstand,black,leather
15,2,2018-12-01,5530,56,279,279,1,M,TN,Kenneth,Proctor,browningeric@example.com,1958-01-04,"811 Morris Causeway Suite 265",2013-12-26,Store,3,78.44,mattress,green,wood
16,1,2018-04-30,635,43,157,157,1,F,TN,Mark,Acosta,annmorris@example.org,1964-12-02,"6005 Bryant Lodge",2019-10-12,Web,3,56.83,dinette set,black,plastic
16,2,2018-04-30,635,106,470,470,1,F,TN,Mark,Acosta,annmorris@example.org,1964-12-02,"6005 Bryant Lodge",2019-10-12,Web,7,197.44,dresser,black,metal
17,1,2021-07-25,6278,1,54,54,1,M,TN,Samuel,James,stonenathan@example.net,1964-10-23,"86129 Wilson Underpass Suite 469",2018-09-23,Store,6,20.14,desk,dark grey,fabric
17,2,2021-07-25,6278,165,606,606,1,M,TN,Samuel,James,stonenathan@example.net,1964-10-23,"86129 Wilson Underpass Suite 469",2018-09-23,Store,1,349.52,mattress,white,plastic
17,3,2021-07-25,6278,70,130,130,1,M,TN,Samuel,James,stonenathan@example.net,1964-10-23,"86129 Wilson Underpass Suite 469",2018-09-23,Store,6,47.54,bookcase,brown,wood
18,1,2021-02-12,5400,72,615,615,1,M,GA,Amanda,Morales,susanhernandez@example.net,1963-04-26,"783 Sims Trail Suite 522",2020-07-22,Store,2,177.27,coffee table,blue,metal
18,2,2021-02-12,5400,169,270,270,2,M,GA,Amanda,Morales,susanhernandez@example.net,1963-04-26,"783 Sims Trail Suite 522",2020-07-22,Store,1,183.85,chest,white,wood
18,3,2021-02-12,5400,158,34,34,1,M,GA,Amanda,Morales,susanhernandez@example.net,1963-04-26,"783 Sims Trail Suite 522",2020-07-22,Store,4,14.69,coffee table,grey,wood
19,1,2015-02-25,173,81,302,302,1,M,GA,Dean,Page,josephrichard@example.net,1967-07-07,"5938 Kathleen Junction Suite 247",2011-11-04,Store,1,96.95,desk,black,leather
19,2,2015-02-25,173,25,388,388,2,M,GA,Dean,Page,josephrichard@example.net,1967-07-07,"5938 Kathleen Junction Suite 247",2011-11-04,Store,6,268.9,chair,brown,wood
19,3,2015-02-25,173,38,239,239,1,M,GA,Dean,Page,josephrichard@example.net,1967-07-07,"5938 Kathleen Junction Suite 247",2011-11-04,Store,3,108.27,mattress,brown,leather
19,4,2015-02-25,173,98,422,422,1,M,GA,Dean,Page,josephrichard@example.net,1967-07-07,"5938 Kathleen Junction Suite 247",2011-11-04,Store,3,136.74,chest,brown,fabric
20,1,2022-03-21,2875,71,59,59,3,F,MS,Thomas,Hester,thomasmichael@example.com,1972-10-07,"68896 Ramirez Coves Suite 287",2019-01-20,Store,1,23.36,desk,beige,wood
20,2,2022-03-21,2875,3,465,465,1,F,MS,Thomas,Hester,thomasmichael@example.com,1972-10-07,"68896 Ramirez Coves Suite 287",2019-01-20,Store,2,117.24,chair,beige,fabric
20,3,2022-03-21,2875,198,364,364,2,F,MS,Thomas,Hester,thomasmichael@example.com,1972-10-07,"68896 Ramirez Coves Suite 287",2019-01-20,Store,6,108.77,bookcase,grey,wood
21,1,2020-04-02,5032,68,228,228,1,M,FL,Jenny,Sanchez,ronald61@example.net,1959-09-09,"8683 Taylor Mission",2016-10-08,Store,7,69.17,chair,red,plastic
21,2,2020-04-02,5032,17,611,611,1,M,FL,Jenny,Sanchez,ronald61@example.net,1959-09-09,"8683 Taylor Mission",2016-10-08,Store,7,194.05,nightstand,white,plastic
21,3,2020-04-02,5032,181,186,186,1,M,FL,Jenny,Sanchez,ronald61@example.net,1959-09-09,"8683 Taylor Mission",2016-10-08,Store,3,98.04,desk chair,blue,wood
21,4,2020-04-02,5032,53,349,349,1,M,FL,Jenny,Sanchez,ronald61@example.net,1959-09-09,"8683 Taylor Mission",2016-10-08,Store,7,97.35,desk chair,blue,plastic
22,1,2022-02-10,4378,74,427,427,2,M,GA,Megan,White,charles76@example.org,1977-08-23,"82450 Hopkins Glen",2011-11-23,Store,5,160.84,coffee table,yellow,plastic
23,1,2017-12-01,9988,157,1158,1158,1,M,AL,Marie,Thomas,millerandrew@example.com,1965-03-02,"84095 Dakota Parks",2017-01-16,Store,4,418.25,bookcase,grey,wood
23,2,2017-12-01,9988,150,73,73,1,M,AL,Marie,Thomas,millerandrew@example.com,1965-03-02,"84095 Dakota Parks",2017-01-16,Store,2,44.23,nightstand,green,fabric
23,3,2017-12-01,9988,30,166,166,1,M,AL,Marie,Thomas,millerandrew@example.com,1965-03-02,"84095 Dakota Parks",2017-01-16,Store,3,48.22,chest,red,plastic
24,1,2017-10-19,5002,61,706,706,1,M,AL,Richard,Moore,jonestanya@example.net,1955-04-19,"261 Stuart Run",2018-10-18,Store,4,220.99,chair,dark grey,fabric
24,2,2017-10-19,5002,109,335,335,1,M,AL,Richard,Moore,jonestanya@example.net,1955-04-19,"261 Stuart Run",2018-10-18,Store,3,90.87,mattress,red,metal
24,3,2017-10-19,5002,67,189,189,1,M,AL,Richard,Moore,jonestanya@example.net,1955-04-19,"261 Stuart Run",2018-10-18,Store,4,60.45,bedframe,black,metal
24,4,2017-10-19,5002,151,473,473,2,M,AL,Richard,Moore,jonestanya@example.net,1955-04-19,"261 Stuart Run",2018-10-18,Store,6,323.97,dresser,blue,fabric
25,1,2016-10-06,955,143,289,289,2,F,TN,Michelle,Kelly,markjohnson@example.net,1983-02-06,"4267 Acosta Glen Suite 375",2013-12-23,Store,4,73.64,chest,red,plastic
26,1,2016-04-07,3934,50,75,75,1,F,AL,Brent,Macdonald,susan49@example.net,1977-01-24,"11697 Shannon Ports",2013-10-18,Store,5,41.52,bookcase,yellow,leather
26,2,2016-04-07,3934,151,733,733,1,F,AL,Brent,Macdonald,susan49@example.net,1977-01-24,"11697 Shannon Ports",2013-10-18,Store,6,323.97,dresser,blue,fabric
27,1,2018-03-21,8133,139,326,326,1,M,NC,Claudia,Taylor,xgray@example.net,1995-05-26,"37514 Carolyn Hollow",2017-09-20,Store,6,88.67,love-seat,red,fabric
27,2,2018-03-21,8133,62,97,97,1,M,NC,Claudia,Taylor,xgray@example.net,1995-05-26,"37514 Carolyn Hollow",2017-09-20,Store,2,34.58,dinette set,red,metal
27,3,2018-03-21,8133,54,1931,1931,1,M,NC,Claudia,Taylor,xgray@example.net,1995-05-26,"37514 Carolyn Hollow",2017-09-20,Store,2,488.04,chair,red,wood
27,4,2018-03-21,8133,83,131,131,1,M,NC,Claudia,Taylor,xgray@example.net,1995-05-26,"37514 Carolyn Hollow",2017-09-20,Store,2,75.14,nightstand,red,fabric
28,1,2016-12-11,3762,163,605,605,1,F,GA,Dylan,Holland,deniseaustin@example.com,2005-05-26,"6712 Wolf Bridge",2013-03-31,Store,3,250.8,love-seat,yellow,plastic
28,2,2016-12-11,3762,38,283,283,1,F,GA,Dylan,Holland,deniseaustin@example.com,2005-05-26,"6712 Wolf Bridge",2013-03-31,Store,3,108.27,mattress,brown,leather
28,3,2016-12-11,3762,81,182,182,1,F,GA,Dylan,Holland,deniseaustin@example.com,2005-05-26,"6712 Wolf Bridge",2013-03-31,Store,1,96.95,desk,black,leather
29,1,2017-11-28,6982,42,355,355,1,M,NC,Dennis,Montoya,jasmine47@example.org,1977-04-09,"544 Carlos Estate Suite 165",2022-03-26,Store,2,173.83,sofa,grey,fabric
29,2,2017-11-28,6982,124,3468,3468,2,M,NC,Dennis,Montoya,jasmine47@example.org,1977-04-09,"544 Carlos Estate Suite 165",2022-03-26,Store,6,1179.18,dinette set,brown,leather
29,3,2017-11-28,6982,3,451,451,2,M,NC,Dennis,Montoya,jasmine47@example.org,1977-04-09,"544 Carlos Estate Suite 165",2022-03-26,Store,2,117.24,chair,beige,fabric
29,4,2017-11-28,6982,54,799,799,2,M,NC,Dennis,Montoya,jasmine47@example.org,1977-04-09,"544 Carlos Estate Suite 165",2022-03-26,Store,2,488.04,chair,red,wood
30,1,2016-08-14,6313,182,1219,1219,1,F,GA,Kristin,Rogers,harperjake@example.com,1998-06-08,"7745 Orozco Key Apt. 345",2016-05-22,Store,7,348.72,bedframe,dark grey,plastic
30,2,2016-08-14,6313,150,73,73,1,F,GA,Kristin,Rogers,harperjake@example.com,1998-06-08,"7745 Orozco Key Apt. 345",2016-05-22,Store,2,44.23,nightstand,green,fabric
30,3,2016-08-14,6313,35,421,421,1,F,GA,Kristin,Rogers,harperjake@example.com,1998-06-08,"7745 Orozco Key Apt. 345",2016-05-22,Store,4,117.63,coffee table,red,metal
31,1,2017-05-15,5709,45,14,14,1,M,SC,Sarah,Mann,anixon@example.org,1955-03-14,"25047 Morales Ramp",2012-02-18,Store,5,8.8,bookcase,yellow,metal
31,2,2017-05-15,5709,43,204,204,1,M,SC,Sarah,Mann,anixon@example.org,1955-03-14,"25047 Morales Ramp",2012-02-18,Store,3,56.83,dinette set,black,plastic
32,1,2020-02-26,4405,27,294,294,1,F,FL,Matthew,Salas,broberts@example.net,1969-09-22,"2024 Anthony Pine Suite 714",2020-12-29,Store,5,92.67,bookcase,brown,fabric
33,1,2018-10-29,4272,111,29,29,1,M,FL,Deborah,Wilson,merrittdiana@example.org,2003-12-05,"641 John Lakes Apt. 680",2015-11-04,Web,5,9.38,coffee table,black,leather
33,2,2018-10-29,4272,3,199,199,1,M,FL,Deborah,Wilson,merrittdiana@example.org,2003-12-05,"641 John Lakes Apt. 680",2015-11-04,Web,2,117.24,chair,beige,fabric
33,3,2018-10-29,4272,138,416,416,1,M,FL,Deborah,Wilson,merrittdiana@example.org,2003-12-05,"641 John Lakes Apt. 680",2015-11-04,Web,5,137.02,desk,beige,plastic
34,1,2016-05-03,8204,197,199,199,1,M,GA,Melanie,Miller,higginsjanet@example.com,1959-10-30,"79676 Moore Highway",2013-08-14,Store,3,109.01,dresser,grey,leather
34,2,2016-05-03,8204,131,281,281,1,M,GA,Melanie,Miller,higginsjanet@example.com,1959-10-30,"79676 Moore Highway",2013-08-14,Store,6,94.01,bookcase,brown,wood
34,3,2016-05-03,8204,167,683,683,3,M,GA,Melanie,Miller,higginsjanet@example.com,1959-10-30,"79676 Moore Highway",2013-08-14,Store,4,250.23,coffee table,brown,wood
35,1,2017-08-19,6575,132,516,516,1,M,AL,Brandon,Phillips,dustinphillips@example.org,1989-07-11,"41663 Jackson Inlet",2016-04-10,Store,3,284.99,mattress,green,plastic
35,2,2017-08-19,6575,197,379,379,1,M,AL,Brandon,Phillips,dustinphillips@example.org,1989-07-11,"41663 Jackson Inlet",2016-04-10,Store,3,109.01,dresser,grey,leather
35,3,2017-08-19,6575,177,68,68,1,M,AL,Brandon,Phillips,dustinphillips@example.org,1989-07-11,"41663 Jackson Inlet",2016-04-10,Store,6,40.13,desk,beige,leather
35,4,2017-08-19,6575,122,589,589,1,M,AL,Brandon,Phillips,dustinphillips@example.org,1989-07-11,"41663 Jackson Inlet",2016-04-10,Store,7,261.4,coffee table,beige,leather
36,1,2018-06-20,874,21,113,113,1,F,TN,April,Sanders,boydcharles@example.com,1963-05-10,"643 Gina Station",2019-03-04,Store,4,54.4,dresser,red,plastic
36,2,2018-06-20,874,195,91,91,1,F,TN,April,Sanders,boydcharles@example.com,1963-05-10,"643 Gina Station",2019-03-04,Store,2,56.4,bookcase,red,plastic
36,3,2018-06-20,874,1,74,74,2,F,TN,April,Sanders,boydcharles@example.com,1963-05-10,"643 Gina Station",2019-03-04,Store,6,20.14,desk,dark grey,fabric
37,1,2017-10-23,7622,153,131,131,1,F,AL,Matthew,Ward,mcdonaldphilip@example.net,1987-07-17,"200 Laura Burg Apt. 312",2022-11-24,Store,4,39.74,love-seat,yellow,fabric
37,2,2017-10-23,7622,192,358,358,1,F,AL,Matthew,Ward,mcdonaldphilip@example.net,1987-07-17,"200 Laura Burg Apt. 312",2022-11-24,Store,5,135.09,mattress,dark grey,metal
37,3,2017-10-23,7622,33,172,172,1,F,AL,Matthew,Ward,mcdonaldphilip@example.net,1987-07-17,"200 Laura Burg Apt. 312",2022-11-24,Store,4,57.83,chest,white,wood
38,1,2019-10-16,6126,9,588,588,1,F,SC,Jack,Gonzales,ywilliams@example.com,1965-12-15,"54981 Wolfe Ranch Suite 872",2017-09-04,Store,4,247.83,mattress,black,fabric
38,2,2019-10-16,6126,106,707,707,1,F,SC,Jack,Gonzales,ywilliams@example.com,1965-12-15,"54981 Wolfe Ranch Suite 872",2017-09-04,Store,7,197.44,dresser,black,metal
38,3,2019-10-16,6126,127,124,124,1,F,SC,Jack,Gonzales,ywilliams@example.com,1965-12-15,"54981 Wolfe Ranch Suite 872",2017-09-04,Store,2,44.72,dresser,dark grey,leather
39,1,2021-12-26,7391,138,387,387,1,M,SC,Laura,Payne,edwin56@example.com,1977-11-11,"2042 Winters Ferry Suite 570",2016-04-27,Web,5,137.02,desk,beige,plastic
39,2,2021-12-26,7391,29,96,96,1,M,SC,Laura,Payne,edwin56@example.com,1977-11-11,"2042 Winters Ferry Suite 570",2016-04-27,Web,5,42.78,nightstand,beige,wood
39,3,2021-12-26,7391,58,437,437,1,M,SC,Laura,Payne,edwin56@example.com,1977-11-11,"2042 Winters Ferry Suite 570",2016-04-27,Web,1,186.55,end table,white,metal
39,4,2021-12-26,7391,145,1272,1272,1,M,SC,Laura,Payne,edwin56@example.com,1977-11-11,"2042 Winters Ferry Suite 570",2016-04-27,Web,5,645.71,mattress,beige,leather
40,1,2018-08-29,7719,75,289,289,2,F,SC,Heather,Henderson,zhess@example.net,1971-01-03,"3441 Camacho Burgs",2012-05-27,Store,3,98.85,bedframe,beige,metal
40,2,2018-08-29,7719,33,122,122,2,F,SC,Heather,Henderson,zhess@example.net,1971-01-03,"3441 Camacho Burgs",2012-05-27,Store,4,57.83,chest,white,wood
41,1,2017-06-23,267,158,27,27,1,M,AL,Rhonda,Johnson,sherrifleming@example.org,1983-06-01,"711 Forbes Extensions Apt. 419",2021-04-23,Store,4,14.69,coffee table,grey,wood
41,2,2017-06-23,267,66,152,152,2,M,AL,Rhonda,Johnson,sherrifleming@example.org,1983-06-01,"711 Forbes Extensions Apt. 419",2021-04-23,Store,3,52.37,dresser,green,fabric
41,3,2017-06-23,267,179,264,264,1,M,AL,Rhonda,Johnson,sherrifleming@example.org,1983-06-01,"711 Forbes Extensions Apt. 419",2021-04-23,Store,3,67.57,coffee table,red,plastic
41,4,2017-06-23,267,94,467,467,1,M,AL,Rhonda,Johnson,sherrifleming@example.org,1983-06-01,"711 Forbes Extensions Apt. 419",2021-04-23,Store,4,147.43,bookcase,green,metal
42,1,2020-09-30,292,144,1114,1114,1,F,TN,Melissa,Gonzales,kbrown@example.com,1976-09-21,"44313 David Forges",2021-07-16,Store,6,317.33,nightstand,grey,fabric
42,2,2020-09-30,292,56,293,293,1,F,TN,Melissa,Gonzales,kbrown@example.com,1976-09-21,"44313 David Forges",2021-07-16,Store,3,78.44,mattress,green,wood
42,3,2020-09-30,292,136,222,222,1,F,TN,Melissa,Gonzales,kbrown@example.com,1976-09-21,"44313 David Forges",2021-07-16,Store,3,81.75,mattress,blue,plastic
43,1,2022-09-22,6373,24,305,305,2,M,NC,Kelly,Lewis,bthomas@example.net,1977-01-22,"948 Coleman Locks",2015-06-27,Store,6,89.75,chest,white,wood
43,2,2022-09-22,6373,161,59,59,1,M,NC,Kelly,Lewis,bthomas@example.net,1977-01-22,"948 Coleman Locks",2015-06-27,Store,4,38.25,dresser,brown,wood
43,3,2022-09-22,6373,158,49,49,1,M,NC,Kelly,Lewis,bthomas@example.net,1977-01-22,"948 Coleman Locks",2015-06-27,Store,4,14.69,coffee table,grey,wood
44,1,2017-07-27,1218,140,1236,1236,1,F,FL,Tammy,Scott,lori92@example.com,1978-11-07,"9685 Jaime Ways",2011-08-16,Web,2,320.48,mattress,blue,wood
45,1,2018-05-19,1286,194,162,162,1,F,FL,Lee,Edwards,martinschroeder@example.com,1954-12-15,"260 Adrian Forest Suite 565",2018-10-12,Store,4,92.35,bedframe,red,leather
45,2,2018-05-19,1286,21,192,192,1,F,FL,Lee,Edwards,martinschroeder@example.com,1954-12-15,"260 Adrian Forest Suite 565",2018-10-12,Store,4,54.4,dresser,red,plastic
46,1,2013-04-02,3677,136,222,222,2,F,MS,Charles,Mckay,williamsdavid@example.net,1985-10-30,"68804 Anderson Canyon",2017-05-12,Store,3,81.75,mattress,blue,plastic
46,2,2013-04-02,3677,40,127,127,1,F,MS,Charles,Mckay,williamsdavid@example.net,1985-10-30,"68804 Anderson Canyon",2017-05-12,Store,1,58.91,bedframe,dark grey,wood
46,3,2013-04-02,3677,199,183,183,1,F,MS,Charles,Mckay,williamsdavid@example.net,1985-10-30,"68804 Anderson Canyon",2017-05-12,Store,6,56.51,nightstand,beige,leather
46,4,2013-04-02,3677,2,842,842,1,F,MS,Charles,Mckay,williamsdavid@example.net,1985-10-30,"68804 Anderson Canyon",2017-05-12,Store,6,218.0,desk,grey,leather
47,1,2014-08-10,5889,121,39,39,1,M,SC,Adam,Navarro,strongnathan@example.org,1990-05-28,"38318 Melinda Square Suite 948",2013-05-15,Store,7,11.43,nightstand,white,plastic
47,2,2014-08-10,5889,117,394,394,1,M,SC,Adam,Navarro,strongnathan@example.org,1990-05-28,"38318 Melinda Square Suite 948",2013-05-15,Store,1,210.98,sofa,dark grey,fabric
47,3,2014-08-10,5889,106,779,779,1,M,SC,Adam,Navarro,strongnathan@example.org,1990-05-28,"38318 Melinda Square Suite 948",2013-05-15,Store,7,197.44,dresser,black,metal
47,4,2014-08-10,5889,6,159,159,1,M,SC,Adam,Navarro,strongnathan@example.org,1990-05-28,"38318 Melinda Square Suite 948",2013-05-15,Store,6,65.87,end table,brown,plastic
48,1,2021-09-12,8502,133,60,60,3,F,SC,Monica,Ayala,pattersonbrandi@example.net,1988-04-29,"12552 Bird Wells Apt. 167",2020-05-21,Web,4,19.74,dinette set,blue,wood
48,2,2021-09-12,8502,72,370,370,1,F,SC,Monica,Ayala,pattersonbrandi@example.net,1988-04-29,"12552 Bird Wells Apt. 167",2020-05-21,Web,2,177.27,coffee table,blue,metal
48,3,2021-09-12,8502,181,244,244,1,F,SC,Monica,Ayala,pattersonbrandi@example.net,1988-04-29,"12552 Bird Wells Apt. 167",2020-05-21,Web,3,98.04,desk chair,blue,wood
49,1,2019-10-09,5238,52,41,41,1,M,NC,David,Diaz,reedmichael@example.org,1960-05-16,"9300 Rita Lights Apt. 179",2012-12-04,Store,3,24.46,love-seat,dark grey,metal
49,2,2019-10-09,5238,131,311,311,1,M,NC,David,Diaz,reedmichael@example.org,1960-05-16,"9300 Rita Lights Apt. 179",2012-12-04,Store,6,94.01,bookcase,brown,wood
49,3,2019-10-09,5238,9,741,741,1,M,NC,David,Diaz,reedmichael@example.org,1960-05-16,"9300 Rita Lights Apt. 179",2012-12-04,Store,4,247.83,mattress,black,fabric
50,1,2022-07-20,4201,11,27,27,1,F,FL,Anthony,Johnson,cruztravis@example.org,1980-11-01,"36589 Keith Station",2016-05-17,Store,6,12.53,chair,beige,metal
51,1,2020-04-13,6301,127,67,67,1,M,AL,Jason,Young,gardnerbenjamin@example.org,1962-10-08,"98765 Margaret Cove Apt. 991",2022-05-28,Store,2,44.72,dresser,dark grey,leather
51,2,2020-04-13,6301,63,780,780,1,M,AL,Jason,Young,gardnerbenjamin@example.org,1962-10-08,"98765 Margaret Cove Apt. 991",2022-05-28,Store,6,269.39,chair,green,leather
52,1,2018-02-24,2023,10,21,21,2,F,TN,Robert,Medina,amy98@example.net,1983-08-23,"79864 Michael Bypass",2023-05-17,Store,3,5.49,dresser,white,fabric
52,2,2018-02-24,2023,112,229,229,1,F,TN,Robert,Medina,amy98@example.net,1983-08-23,"79864 Michael Bypass",2023-05-17,Store,5,93.88,desk,blue,wood
52,3,2018-02-24,2023,169,560,560,1,F,TN,Robert,Medina,amy98@example.net,1983-08-23,"79864 Michael Bypass",2023-05-17,Store,1,183.85,chest,white,wood
53,1,2021-07-10,567,139,147,147,1,M,GA,Alyssa,Garrett,deanchristina@example.net,1956-05-04,"03638 Bradshaw Green",2022-02-05,Web,6,88.67,love-seat,red,fabric
53,2,2021-07-10,567,6,106,106,2,M,GA,Alyssa,Garrett,deanchristina@example.net,1956-05-04,"03638 Bradshaw Green",2022-02-05,Web,6,65.87,end table,brown,plastic
